SUB,R2-ET,NSE-ET,PBIAS-ET,R2-LAI,NSE-LAI,PBIAS-LAI,R2-NPPC,NSE-NPPC,PBIAS-NPPC,LULC
2911,0.864600752,0.779320464,20,0.834876911,0.801226259,6.2,0.789420185,0.743247434,-11.2,PNST
2912,0.830203316,0.698852103,-21.8,0.905119355,0.603260793,-33.8,0.592515751,0.538858774,-19.8,WSAK
2913,0.770476205,0.767131915,1.7,0.706785201,0.628237301,32.6,0.646313557,0.639285559,-2.8,SNYB
2914,0.755778795,0.740662559,2.9,0.861585563,0.819730817,27.9,0.88788933,0.629569752,55.8,CNRN
2915,0.708538243,0.693283402,10.5,0.893306483,0.702498912,-29.3,0.782651036,0.726397813,-10.7,PSST
2916,0.59758966,0.550770428,2.9,0.909358521,0.908934265,-1,0.896518518,0.813039943,-18.6,CNRN
2917,0.850585683,0.832587014,9.7,0.801044583,0.773273094,-15.8,0.817366309,0.745021045,-17.3,ASEN
2918,0.713750384,0.500600155,19.2,0.838596493,0.828059405,-10.4,0.789787357,0.782917754,0.6,PSST
2919,0.782879503,0.688063218,22.8,0.806365161,0.528209621,16.3,0.811063517,0.516226357,48,WNAK
2920,0.850676764,0.663094841,30,0.814745255,0.233452515,37.6,0.832588067,-0.076288983,85.2,PNST
2921,0.706952993,0.68557222,6.3,0.82271929,0.819075061,8.4,0.86546149,0.849680932,1.6,CNRN
2922,0.798078657,0.749203743,22,0.816141821,0.81190623,-6.8,0.80644192,0.801818415,5.2,ASEN
2923,0.781952012,0.742377235,-7.9,0.865371847,0.605233427,64.3,0.685706667,0.344239579,72.8,CSRN
2924,0.604494587,-0.275397873,41.5,0.829030958,0.710580787,-27.6,0.878869957,0.814925986,-15.1,PSST
2925,0.810963107,0.808171166,3.2,0.562615648,0.562598718,-0.4,0.726455579,0.682379155,27.4,CNRN
2926,0.712408299,0.430986486,-33.5,0.806257975,0.017786819,-57.4,0.825444181,0.740844964,-19,WSAK
2927,0.678393893,0.532598246,-1.9,0.885666333,0.585627047,67.3,0.684755387,0.285855513,79.7,CSRN
2928,0.596102334,0.494519087,12.7,0.866479908,0.864400779,3,0.87293584,0.86850043,-1.3,CNRN
2929,0.832361026,0.823847624,1,0.795817552,0.77121795,18.5,0.77703104,0.759931737,0.9,PNST
2930,0.863835959,0.43273664,-39.3,NA,NA,NA,NA,NA,NA,WATR
2931,0.699408098,0.571202926,-11.6,0.847235624,0.648692997,-27.8,0.630205422,0.561740666,-15.1,MAPL
2932,0.727619516,0.577637503,10.3,0.818248725,0.620231409,62.3,0.633726624,0.478052335,57.6,CSRN
2933,0.814919698,0.77736453,1.2,0.810348663,0.560109589,-40.2,0.827244956,0.710832613,-22.2,ASEN
2934,0.700377603,0.571401045,3.9,0.855653958,0.631517494,57,0.697732436,0.639325116,36.2,CSRN
2935,0.690074163,0.566746552,11.7,0.709625567,0.637858139,39.9,0.5765528,0.520061401,38,CSRN
2936,0.837043756,0.747278717,-14,0.716583693,0.708686621,0.5,0.784297079,0.760822475,6.8,PNST
2937,0.652531128,0.426555624,5.5,0.842917411,0.601706388,56.8,0.710624874,0.596531123,47.6,CSRN
2938,0.886063055,0.84866903,-6.6,0.903355647,0.893823935,-7.1,0.857122102,0.773734061,-13.4,PNST
2939,0.80236409,0.738186897,-5.5,0.827929847,0.732795431,-23.9,0.817847901,0.807909398,-0.7,WCAK
2940,0.578747569,0.511065614,4.1,0.89971228,0.899657388,-0.8,0.898759967,0.818864701,-19.4,CNRN
2941,0.691373711,0.368468761,21,0.826613,0.816800163,8.6,0.793766497,0.7501007,25.4,CSRN
2942,0.615835111,0.563031945,4.3,0.851310531,0.849953583,-0.8,0.881462903,0.838236179,-14.6,CNRN
2943,0.788928646,0.769863333,14.1,0.920457925,0.917925034,-0.4,0.781177207,0.772936701,12,ASWN
2944,0.789870555,0.786213134,2.2,0.870113785,0.847284131,6.1,0.856360688,0.809107837,24.8,CSRN
2945,0.758359702,0.607347186,-20.9,0.206826305,0.109334664,-24.4,0.703751823,-0.040097788,74.6,URBN
2946,0.667633466,0.502884082,1.5,0.873095018,0.578836918,43,0.851279117,0.82446713,22.2,CSRN
2947,0.596112021,0.546808758,1.1,0.8813699,0.87959085,0.3,0.843918588,0.80200029,-11,CNRN
2948,0.570188343,0.46419154,11.1,0.868598391,0.863018661,-1.1,0.771497846,0.676168053,-21.4,CNRN
2949,0.841809021,0.687333698,26.7,0.841624864,0.796756024,7.9,0.801458899,0.763553233,-8.6,PNST
2950,0.560062146,0.472627477,6.7,0.925805201,0.925582422,0,0.883245489,0.803558699,-19,CNRN
2951,0.812881151,0.738849635,17.7,0.899552859,0.822729235,-16.8,0.823288326,0.778410483,-10.8,WNAK
2952,0.893397967,0.871983979,-5.3,0.840181184,0.788683246,-18.3,0.854142122,0.814227111,-7.9,WNAK
2953,0.873617743,0.856026654,8.5,0.878071826,0.866500037,-2.2,0.79406275,0.775265735,18.8,PNST
2954,0.681542259,0.641098973,5.3,0.832838992,0.831595007,2.5,0.868275374,0.864220211,3.2,SNYB
2955,0.852301844,0.837399032,-5,0.788809353,0.375085993,85.8,0.496115466,0.114362333,79.5,SSYB
2956,0.776725246,0.685481274,15,0.66041775,0.51747306,45.7,0.773098189,0.403193335,65.4,CNRN
2957,0.781272961,0.74628276,20,0.927732886,0.903595272,8.8,0.805760583,0.291006925,78.6,ASWN
2958,0.706863794,0.674804747,12.9,0.813980068,0.783545655,12.8,0.848376889,0.834356869,5.7,CNRN
2959,0.754025855,0.749683669,3,0.858226625,0.817092237,3.8,0.763989869,0.749409297,15.1,CSRN
2960,0.881128527,0.876568494,5.3,0.794044769,0.771745943,-3.3,0.838078523,0.769641027,26.8,PNST
2961,0.63327494,0.439996876,6.5,0.738653401,0.543346608,44.2,0.59153435,0.581341181,17.2,CSRN
2962,0.769832772,0.765611069,-1.4,0.866060839,0.853722569,-6.3,0.820788973,0.812687874,10.4,CSRN
2963,0.836639011,0.773783167,-16.3,0.90294873,0.853810705,-12.9,0.527459738,0.514015326,-6.6,WSAK
2964,0.849909016,0.820118588,8.3,0.828250298,0.777913803,-12.2,0.764991602,0.742417856,16.4,WCAK
2965,0.826400346,0.700390886,30.3,0.77291932,0.762270328,13.4,0.815575632,0.736444513,43.2,PNST
2966,0.832420685,0.808074596,11.8,0.835225328,0.74925662,-24.6,0.79753609,0.703709839,-20.2,ASEN
2967,0.833061212,0.807973355,16.4,0.832544678,0.771535109,-20.9,0.802616902,0.685396414,-23.5,ASEN
2968,0.746358658,0.708917015,2.9,0.756486409,0.74579084,12.8,0.61665423,0.586039634,-1.3,CNRN
2969,0.640367939,0.612482657,-11.5,0.544209117,0.460042044,-27.3,0.672014221,0.669226349,4.9,URBN
2970,0.814599281,0.784017508,18.2,0.822114714,0.738605271,-22.5,0.793261826,0.729702356,-13.7,ASEN
2971,0.797499551,0.753275589,20.6,0.776153441,0.772182827,-6,0.809338092,0.798691152,0,ASEN
2972,0.714619138,0.675932822,4.4,0.883228737,0.874032545,14.2,0.839037363,0.830994213,7.4,CNRN
2973,0.690550731,0.567653505,21.5,0.810854803,0.766380591,26.3,0.862121453,0.706624191,44.3,CNRN
2974,0.712632936,0.676389164,0.2,0.876827884,0.863640218,14.9,0.758455384,0.747437775,-0.2,CNRN
2975,0.821888519,0.804756562,13.1,0.884556034,0.664819049,30.3,0.816635843,0.709415351,39.3,FRED
2976,0.665318329,0.651141456,-7.5,0.852658798,0.212171644,-50.7,0.779306346,0.735032922,-9.4,PSST
2977,0.801111616,0.787700578,10.5,0.903286253,0.884408601,-8.8,0.760585341,0.742731035,20.6,ASWN
2978,0.856579761,0.813155808,20.6,0.868644282,0.422693105,60,0.760745259,0.253075308,68.2,CNRN
2979,0.890928043,0.887805783,4.4,0.828740048,0.796997611,-15.3,0.842224263,0.818847541,-3.1,PNST
2980,0.743296303,0.650300698,-0.2,0.855028138,0.574696934,60.3,0.734031892,0.430810282,66.7,CSRN
2981,0.879237753,0.875325402,5.2,0.792646553,0.762057449,-15.1,0.815357486,0.769879347,-7.7,PNST
2982,0.635733192,0.504314359,0.6,0.785976498,0.679606723,31.6,0.718666445,0.703710847,4.3,CSRN
2983,0.745243599,0.743401578,-0.7,0.760380037,0.722272551,4.3,0.650914977,0.61344372,-2.4,CNRN
2984,0.690595319,0.608149267,4.7,0.827161787,0.745369295,37.8,0.659074524,0.645079017,18.3,CSRN
2985,0.637793379,0.434812915,4.1,0.870952641,0.704833485,38.7,0.825328355,0.810118194,17.3,CSRN
2986,0.834053548,0.825093027,8.4,0.928423114,0.921182307,-5.3,0.820545859,0.803053938,1.5,ASWN
2987,0.649331392,-0.157600877,35.7,0.824615414,0.714564843,-22.4,0.815226781,0.772363612,-8.1,PSST
2988,0.556723992,0.468562452,10.6,0.802827282,0.796799625,-1.3,0.731638002,0.68316931,-11.9,CNRN
2989,0.660088919,0.628581168,5.7,0.897873054,0.891270329,-6.2,0.891102671,0.752662522,-27.6,CNRN
2990,0.837415133,0.831481817,5.9,0.691848918,0.661652659,7.1,0.810833527,0.800908153,1.8,PNST
2991,0.709090637,0.680807174,3.7,0.76673468,0.765758359,-2.2,0.902713447,0.880421448,-5.2,CNRN
2992,0.813128086,0.787113989,16.6,0.804249109,0.760129882,-18.2,0.807419236,0.766280485,-9.6,ASEN
2993,0.850306365,0.659521634,12.9,0.85187674,0.680183498,-24.7,0.629939617,0.629800574,0.8,WSAK
2994,0.785378454,0.750097744,18.9,0.889678529,0.758972299,-23.6,0.740222028,0.673799975,-15.6,ASEN
2995,0.859870427,0.824312335,11.8,0.830149219,0.488757524,41.6,0.6794418,0.677766371,-0.4,WCAK
2996,0.782242938,0.744484698,-13.6,0.893951742,0.888177673,-5.2,0.596524542,0.52490089,11.4,WSAK
2997,0.821685362,0.814795754,-1.7,0.863051795,0.859941204,-3,0.781003181,0.760340216,16.7,SSYB
2998,0.656301116,0.59036591,13.6,0.907281919,0.888043962,-3.9,0.864792129,0.739664404,-22.9,CNRN
2999,0.716257778,0.656658938,-15.8,0.902602377,0.274999674,-49.5,0.703527054,0.676199125,-9.5,WSAK
3000,0.70165748,0.660202166,8,0.779007206,0.77771862,-5.2,0.909413809,0.862463092,-11.6,CNRN
3001,0.636205509,0.368623529,12.3,0.855728516,0.774635077,31,0.855953677,0.81512916,27.4,CSRN
3002,0.604098383,0.533817214,3.1,0.849426328,0.848170928,2.7,0.793829635,0.781302519,-4.8,CNRN
3003,0.713570727,0.684545078,2.8,0.841797879,0.834895928,6.1,0.670522107,0.642596635,-5,CNRN
3004,0.859408901,0.852756787,-3.8,0.914004502,0.453093047,-39.3,0.736718506,0.680325935,-13.2,PSST
3005,0.803085418,0.771997818,19.8,0.909015756,0.908196424,1.8,0.767412405,0.743471205,24,ASWN
3006,0.586969457,0.50387806,11.1,0.793795109,0.793308424,-0.2,0.72524329,0.70738868,-4.4,CNRN
3007,0.845682466,0.816055691,17.7,0.884522451,0.87011614,6,0.814540535,0.806895855,2.3,ASEN
3008,0.797037226,0.773246072,12.9,0.905290092,0.800132846,-23.7,0.856027762,0.834389357,-5.5,PSST
3009,0.737773349,0.662753804,4.5,0.880645624,0.692999436,57.8,0.639316102,0.533637732,49.9,CSRN
3010,0.808594604,0.803687021,-3.9,0.861910851,0.859294051,4.4,0.766787359,0.748402131,15.7,CSRN
3011,0.655529424,0.60641379,3.4,0.908204009,0.907258106,4.7,0.763049389,0.719118068,-13.4,CNRN
3012,0.75791258,0.709343707,-6.2,0.777043816,0.636414597,-30.8,0.826159712,0.812454256,-4.9,WCAK
3013,0.801896225,0.780255238,16,0.932378813,0.876490667,-15.8,0.806357432,0.772080738,-4.3,ASWN
3014,0.80352881,0.774350469,15.2,0.843177537,0.815621272,-15.8,0.828139403,0.809801999,-2.1,PNST
3015,0.706551892,0.669051816,-0.5,0.851661741,0.84159654,12.4,0.805865758,0.780663845,-3.6,CNRN
3016,0.868080064,0.862699991,-0.2,0.850444119,0.484893619,-34.4,0.71679307,0.628317395,-11.6,PSST
3017,0.634308934,0.506685274,9.1,0.835004164,0.808047075,18.5,0.723157904,0.718196678,5.6,CNRN
3018,0.775353011,0.748871681,17,0.843275914,0.671301165,-32.3,0.776664802,0.684720357,-20.2,ASEN
3019,0.882136038,0.786236078,-9.2,0.880425455,0.789487266,-16.6,0.815060833,0.785694019,4.4,FRED
3020,0.834719,0.812720786,-4.5,0.827895158,0.480230389,80.5,0.571263297,0.061693272,90,SSYB
3021,0.668690496,0.590267338,3,0.881738372,0.847737753,18.2,0.779851988,0.758459999,-5.1,CNRN
3022,0.841165707,0.789442578,22.8,0.937757607,0.922861309,-3.8,0.828911101,0.796327078,22.8,WEEF
3023,0.84904466,0.817075627,16,0.872145474,0.841079007,13.8,0.829793958,0.814957435,16.3,CNRN
3024,0.720393716,0.649583363,5.1,0.918779786,0.883362655,27.8,0.757909623,0.728184637,2.7,CSRN
3025,0.684366297,0.67576686,-3.8,0.933276582,0.902251221,-8.4,0.845639094,0.708778211,-25.3,CNRN
3026,0.830633957,0.807418963,15.3,0.945472015,0.943663728,3.4,0.824504143,0.811939068,16.1,ASWN
3027,0.684512108,0.594982994,2.8,0.782414539,0.719153337,26.4,0.826139333,0.805717221,20.7,SNYB
3028,0.897484173,0.860444182,-4.8,0.902024574,0.865312237,-6.7,0.876796172,0.860850523,7.4,PNST
3029,0.611823053,-0.342803538,46.5,0.813627369,0.700767203,-25.6,0.839473202,0.788209932,-14.1,PSST
3030,0.909133161,0.89606809,4.9,0.943900486,0.930327462,8.8,0.865158135,0.830123438,-7,ASWN
3031,0.793144261,0.778524216,9.7,0.804563235,0.80295788,-3.3,0.857791065,0.850722407,11.4,CNRN
3032,0.907523715,0.878031933,0.5,0.940132554,0.930057535,9,0.880921181,0.846389083,-7.3,ASWN
3033,0.654888618,0.595372074,-6.8,0.866776727,0.811396938,-16.4,0.635976304,0.523854513,19.2,WSAK
3034,0.773444309,0.751270153,13.8,0.919641112,0.87270839,-12.1,0.753496156,0.735982321,1,FRED
3035,0.741403344,0.682269098,16.3,0.828553878,0.813316101,17.6,0.805229915,0.783188071,20.3,CNRN
3036,0.774261783,0.720075276,-2.2,0.793013787,0.528141455,71.9,0.520712458,-0.088680471,105.4,CSRN
3037,0.78580513,0.761796554,13.1,0.888021567,0.870596834,20.1,0.786215642,0.7139054,-11.3,CNRN
3038,0.887457351,0.882322909,6.3,0.858946183,0.830860215,-14.5,0.844369262,0.781159874,-11.9,PNST
3039,0.80260252,0.772022808,17.4,0.899220978,0.868446122,-5.2,0.78770191,0.71097307,36.7,PNST
3040,0.595379118,0.300081992,25.3,0.813348694,0.474280909,-41.3,0.922686021,0.763747663,-25.9,PSST
3041,0.78232352,0.688005444,15.3,0.784620182,0.764151627,20.9,0.80627462,0.744303176,37.6,CSRN
3042,0.77851182,0.645529344,-17.2,0.21057169,0.009887415,-41.8,0.680392158,0.642476634,-12.3,URBN
3043,0.891269951,0.856897999,8.3,0.944930351,0.942687506,5.2,0.820648921,0.797334927,-1.5,WEWF
3044,0.786054505,0.765659441,12.9,0.87809802,0.877232714,-0.5,0.809805907,0.798000721,6.4,FRED
3045,0.866998899,0.846941231,10.7,0.845834584,0.785442628,-20,0.824590241,0.709977765,-22,ASEN
3046,0.815560912,0.806448656,8,0.8644896,0.815616765,24,0.814522971,0.766783698,-8.2,PNST
3047,0.668456897,0.631633363,-3.3,0.703937095,0.68348518,22.2,0.569544467,0.548676314,23.6,SNYB
3048,0.852030897,0.830263839,15.4,0.881111201,0.841752884,-15.1,0.849094653,0.836326717,5.6,PNST
3049,0.602211032,0.497953777,11.5,0.789555908,0.789012574,1.9,0.704092742,0.64390016,-16.5,CNRN
3050,0.787991086,0.771320186,12.2,0.848928031,0.628786001,-37,0.808597883,0.696721631,-22.7,ASEN
3051,0.849999858,0.464683016,-34.2,0.877812133,0.868337254,7.5,0.65109918,-1.196924786,116,WSAK
3052,0.836380444,0.826300731,4.6,0.889494058,0.883897974,5.8,0.831694977,0.787004908,-2.4,CNRN
3053,0.768681271,0.73452721,18.8,0.925589874,0.914629091,-6,0.769575198,0.761509216,11.4,ASWN
3054,0.893577734,0.783871113,-22.8,0.919750422,0.268962453,61,0.800147305,-0.25643605,114.4,ASWN
3055,0.803861985,0.663957877,19.3,0.793765386,0.770362902,20.8,0.776078412,0.735767596,30.4,SNYB
3056,0.717711054,0.670050369,20.5,0.908797957,0.840640385,-18.7,0.750411006,0.731433396,20.3,ASWN
3057,0.694877664,0.455240278,19.7,0.6819844,0.082077169,-45.6,0.851283992,0.824163354,13.1,PSST
3058,0.896418952,0.878279721,9.1,0.94108149,0.940610537,1.7,0.858614223,0.847186286,5.1,ASWN
3059,0.781080406,0.766244765,3.2,0.91570494,0.891992893,0.6,0.822103737,0.67482225,-23,CNRN
3060,0.877874331,0.856898978,8.2,0.831737952,0.738818544,-25.4,0.822087973,0.665225615,-28.5,ASEN
3061,0.614655761,0.553151325,9.9,0.864079324,0.861983674,-0.9,0.887761404,0.875270267,-1,CNRN
3062,0.643513643,0.615764796,-1.7,0.896100944,0.890286781,-4.4,0.849107412,0.801519424,-13,CNRN
3063,0.641956139,0.489865357,2.4,0.806920674,0.6613684,32.3,0.836822722,0.827540741,5.5,CSRN
3064,0.819813538,0.800249742,13.5,0.878693699,0.845203494,-14.1,0.841308102,0.830807979,5.2,PNST
3065,0.709723041,0.032639048,37.7,0.872749242,0.856734823,-7.5,0.808975143,0.803101805,8.4,PSST
3066,0.760788194,0.745920517,-6.7,0.82979793,0.696614773,-33.3,0.89799513,0.790728819,-21.8,WNAK
3067,0.839359231,0.76887342,19.7,0.882033539,0.693587529,-29,0.855129144,0.846316533,0.8,PSST
3068,0.665630727,0.565606419,3.2,0.721145462,0.591962174,36.3,0.625640688,0.614628111,17.3,CSRN
3069,0.796444059,0.795537496,0.6,0.8659352,0.853829896,-9.5,0.798709004,0.776232347,18.6,CSRN
3070,0.849041931,0.76445211,22.1,0.857863703,0.841733424,5.7,0.797611841,0.759512267,-7.8,PNST
3071,0.809489677,0.793098196,12.3,0.911024116,0.909881154,-1.8,0.793278798,0.77407517,21.2,ASWN
3072,0.556682599,0.4851573,4.5,0.816400026,0.816084559,-0.7,0.802117292,0.762121129,-11.5,CNRN
3073,0.7830725,0.75019316,5.7,0.859878076,0.854026954,3.4,0.852972017,0.818353831,-3.6,CNRN
3074,0.599497382,0.309213146,3,0.818971788,0.535713041,45.8,0.792728079,0.782925003,12.1,CSRN
3075,0.739538815,0.567613132,15.1,0.789098124,0.734952713,28.2,0.866110571,0.740514887,44.2,CSRN
3076,0.713770153,0.515669311,6.6,0.853030886,0.660204072,57.8,0.664606305,0.513214347,57.6,CSRN
3077,0.734273959,0.71318525,-0.5,0.696705019,0.660176713,28.3,0.620980687,0.568172378,35.8,CNRN
3078,0.803756937,0.783350321,15.5,0.902439398,0.857426777,-16.2,0.780839358,0.733745545,31.4,ASWN
3079,0.732737205,0.618482641,11,0.8181036,0.777161355,28.7,0.751824883,0.710398888,3.1,CSRN
3080,0.839413039,0.822574422,12.9,0.935919234,0.885426578,-9.3,0.868746995,0.853159256,17,ASEN
3081,0.858920805,0.838134903,14.5,0.899706856,0.89409423,-6,0.848123266,0.841278746,6.2,ASEN
3082,0.851426468,0.835428626,4.4,0.784352533,0.740360622,-17.6,0.811992034,0.720808431,-18,CNRN
3083,0.723692123,0.674652689,-15.1,0.880499461,0.850637937,-12.6,0.622974818,0.54549618,10.8,WSAK
3084,0.799469153,0.749379407,7.5,0.917786957,0.898954714,20.3,0.711118661,0.692632718,21.2,CNRN
3085,0.851344916,0.846773069,-3.2,0.769246759,0.732245307,-14.5,0.861524658,0.811888365,-7.1,PNST
3086,0.817311678,0.749542515,24.6,0.93219107,0.897231526,-7.5,0.826213047,0.765591666,29.6,ASEN
3087,0.769108745,0.763864859,1.7,0.767678626,0.745722194,3.1,0.828967773,0.781062558,0.2,CNRN
3088,0.714063414,0.605403666,4.5,0.912160093,0.67922432,50.4,0.829048973,0.777662706,30.7,CSRN
3089,0.698552439,0.591970642,2.7,0.882814105,0.738031352,40.2,0.820150475,0.806877662,16,SNYB
3090,0.784877105,0.734689671,22.5,0.767692872,0.760360777,0.2,0.786981925,0.758736229,22.2,ASEN
3091,0.867566973,0.856582503,7.6,0.815959539,0.79964499,-12.1,0.816231678,0.757175072,-13,ASEN
3092,0.636601058,0.503239408,0.4,0.847913458,0.695435717,33.9,0.850879413,0.841788901,7.6,CSRN
3093,0.849005428,0.830658594,6.5,0.880492926,0.749274214,-25.6,0.784284734,0.643181993,-26.7,ASEN
3094,0.63631236,0.535637045,16.8,0.871831528,0.867807357,7,0.835225416,0.824810418,4.9,CNRN
3095,0.689718167,0.574711621,7.7,0.881506614,0.834913677,26.6,0.728875459,0.722423804,8.2,CNRN
3096,0.852048305,0.841200155,9.5,0.802279944,0.767863777,-17.9,0.859919493,0.851169593,4.6,ASWN
3097,0.726399883,0.725794437,2,0.751632714,0.734870473,1.6,0.760927732,0.739660234,-1.4,SNYB
3098,0.89867373,0.868972471,13.6,0.90730009,0.773946418,-18.8,0.788906391,0.76212131,-2.4,PSST
3099,0.765866301,0.741993968,-5.1,0.816803124,0.683414145,45.7,0.700412961,0.483998121,61.1,CSRN
3100,0.678887731,0.623852744,9,0.751789656,0.744708211,3.8,0.809796721,0.806046189,2.7,CNRN
3101,0.750827266,0.712875648,-13.1,0.872149813,0.85259727,-8.8,0.618778086,0.488950572,16.9,WSAK
3102,0.87963566,0.866316336,1.1,0.864389413,0.85237353,7.6,0.850513215,0.811866767,-5.1,CNRN
3103,0.611588135,0.469202245,9.5,0.909606534,0.908129542,4.1,0.870684177,0.863555246,3.3,CNRN
3104,0.746981461,0.737410027,-1.5,0.85212037,0.848019716,2.6,0.743858437,0.722688943,18.6,CSRN
3105,0.797935075,0.779015454,4.4,0.907309606,0.893719133,6,0.825181718,0.726732271,-16,CNRN
3106,0.886093735,0.856351799,10.3,0.934706105,0.926510364,3,0.831972882,0.815133387,0.2,ASWN
3107,0.643109662,0.609856226,0.8,0.958188181,0.94883904,5.4,0.799864023,0.736119491,-10.7,CNRN
3108,0.667684619,0.497560568,9,0.756973331,0.683712523,25.7,0.8016869,0.779675139,4.7,CSRN
3109,0.794947827,0.780817896,12.8,0.885428612,0.883723075,-0.7,0.774726194,0.737409561,29.5,ASWN
3110,0.887708141,0.861660909,16.7,0.791840593,0.744487322,-19.9,0.84311357,0.729794297,42,PNST
3111,0.854713827,0.854069523,1.8,0.791422615,0.78392511,10.3,0.818776917,0.737798553,37.3,PNST
3112,0.876821401,0.859098064,8.9,0.873390078,0.872895415,-0.9,0.81026484,0.778175658,-5.2,PNST
3113,0.848783777,0.819014459,18.4,0.921945002,0.921040036,1.8,0.825495518,0.815741273,2.5,ASEN
3114,0.80993972,0.796277032,7.9,0.747014918,0.711180388,27.7,0.746833618,0.722300916,23.1,CNRN
3115,0.821246809,0.739937802,19.7,0.849445927,0.762138822,12.7,0.815124978,0.808574997,8.7,PNST
3116,0.523513816,-0.288673903,37.4,0.79886267,0.605641937,-36.1,0.873432683,0.797329496,-20.8,PSST
3117,0.647736576,-0.696928583,39.8,0.800417859,0.53285829,-32.9,0.725675377,0.627168736,-16.7,PSST
3118,0.704312825,0.583514242,4.6,0.903604858,0.692984073,53.9,0.745352366,0.720672887,23.2,SNYB
3119,0.876786114,0.824943679,18,0.894838492,0.793480989,-21.6,0.844060808,0.826189966,-3.2,PSST
3120,0.741980359,0.703377082,1.2,0.878492197,0.815520072,35.8,0.704678325,0.688315863,5.8,CSRN
3121,0.762478133,0.685342113,18,0.833014892,0.804914624,-2.5,0.81822162,0.815275607,6,CNRN
3122,0.748001649,0.706946645,19.7,0.860586934,0.727575642,-25.7,0.779198013,0.700688501,-17.2,ASEN
3123,0.662632455,0.62588234,3,0.956614196,0.948454533,10.7,0.765535173,0.718803872,-7.8,CNRN
3124,0.696060055,0.673879665,6.2,0.876892982,0.86712516,5.7,0.801896528,0.759864627,-6.3,CNRN
3125,0.500972842,-0.174753898,30.9,0.750169068,0.621449705,-31.3,0.869892362,0.785018511,-21.7,PSST
3126,0.82362347,0.816591403,4.3,0.809345931,0.802941377,-0.8,0.864507581,0.810800834,29.8,CNRN
3127,0.753499333,0.746499175,7,0.7644789,0.697783351,36,0.632163007,0.621028327,0.3,SNYB
3128,0.836230218,0.074706036,-50.7,NA,NA,NA,NA,NA,NA,WATR
3129,0.794802756,0.74875503,21.5,0.840228814,0.75040069,-21.8,0.776609551,0.689584036,-18.5,ASEN
3130,0.829097711,0.113843744,-48.4,NA,NA,NA,NA,NA,NA,WATR
3131,0.619162411,0.518268405,7.7,0.917527925,0.91116115,11.6,0.743499191,0.685458022,-10.8,CNRN
3132,0.660855276,0.633502079,4.7,0.887344165,0.863577471,-2.9,0.872407333,0.854928171,2.5,CNRN
3133,0.865258134,0.850977059,11,0.832539221,0.786206094,21.8,0.813600922,0.785699792,4.1,PNST
3134,0.707285028,0.684574859,-10.4,0.749022705,0.714266248,25.5,0.601430127,0.581339354,22.2,SNYB
3135,0.794274282,0.766845595,17.1,0.869026308,0.821432795,-13.5,0.754880321,0.670194611,-18.7,ASEN
3136,0.635805802,0.476809205,6.1,0.845682533,0.759852024,31.9,0.802393694,0.786181612,18,CSRN
3137,0.673914211,0.40482771,5.2,0.799791737,0.533815163,53.4,0.732874562,0.680603329,33.5,CSRN
3138,0.864333665,0.675677999,-16,0.872060984,0.625914211,-27.4,0.758194818,0.652813145,-18.1,MAPL
3139,0.62988521,0.582436589,7.6,0.742755171,0.676088395,23.8,0.71830898,0.674648239,-12.7,CNRN
3140,0.897914231,0.792084366,22.3,0.8133156,0.811871002,3,0.80667172,0.799460842,5.3,WCAK
3141,0.875356618,0.859890698,5.1,0.760824073,0.752622421,-9,0.841913449,0.814880464,-4,PNST
3142,0.823490943,0.731169148,5.3,0.878990375,0.845445641,-12.7,0.620497642,0.607781528,5.5,PSST
3143,0.808084396,0.805972708,3.7,0.864086567,0.767506069,-24.7,0.866453191,0.806237081,-14.3,CNRN
3144,0.820260392,0.780978812,-4.3,0.712752608,0.68308125,-12.9,0.834462839,0.804418208,-5.6,PNST
3145,0.60720693,-0.370190884,47.2,0.846035835,0.755081283,-23.3,0.851162618,0.821664974,-9.1,PSST
3146,0.731563341,0.644686356,7.7,0.778895738,0.683561345,47.8,0.552978031,0.341017732,71.1,CSRN
3147,0.713405526,0.689304894,11.6,0.688299309,0.677046197,-7.6,0.832854046,0.823645925,2.2,CNRN
3148,0.652939168,0.506114248,0.7,0.865439032,0.715235182,40.7,0.781303069,0.765324347,15.4,CSRN
3149,0.837267993,0.773451948,15.9,0.752429123,0.695368964,2.2,0.789261458,0.786110309,6,PNST
3150,0.730599647,0.672865193,2.5,0.833581263,0.764899314,34.4,0.691523808,0.615977217,38.8,CNRN
3151,0.87618957,0.84855911,12.7,0.858467883,0.851793743,-3.6,0.832946595,0.777379677,-12.2,PNST
3152,0.853399817,0.824304376,13.7,0.938296721,0.938245681,-0.8,0.830973664,0.723099769,40.6,ASWN
3153,0.579922092,0.490690552,8.6,0.903201675,0.899179163,-0.2,0.851864552,0.751304702,-20,CNRN
3154,0.889776994,0.86049584,18,0.949128053,0.94850776,2.4,0.838499839,0.832693422,9.3,WEEF
3155,0.576395808,-0.287415534,40.4,0.801092843,0.662444057,-30.6,0.896080475,0.817542808,-18.4,PSST
3156,0.603970545,0.550986782,9.3,0.769409566,0.753696478,-10.4,0.741178733,0.707730022,-11.8,CNRN
3157,0.836457171,0.82769757,8.8,0.872832444,0.842405564,23,0.82631628,0.810525146,16,PNST
3158,0.703937907,0.600662242,-0.5,0.767389855,0.625514272,51.8,0.580114388,0.541419715,33.6,CSRN
